City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
251,pamandzi,-12.7967,45.2794,27.88,78,0,3.6,YT,1732470169
252,sumenep,-7.0167,113.8667,27.37,77,99,0.72,ID,1732470170
253,chui,-33.6971,-53.4616,26.57,55,22,6.79,UY,1732470171
254,fortuna,40.5982,-124.1573,12.18,75,100,4.92,US,1732470172
255,bodaybo,57.8506,114.1933,-27.25,99,82,0.82,RU,1732470173
256,proletariy,58.4342,31.7046,-0.54,86,8,3.84,RU,1732470174
257,shitanjing,39.2342,106.3439,-5.59,44,25,12.22,CN,1732470175
258,pavilosta,56.8879,21.1859,2.08,90,93,9.59,LV,1732470178
259,newman,37.3138,-121.0208,12.25,83,86,0.89,US,1732469946
260,nogliki,51.8333,143.1667,-7.79,94,97,3.55,RU,1732470180
261,gadzhiyevo,69.2551,33.3362,-1.5,84,62,10.45,RU,1732470181
262,caluula,11.9661,50.7569,26.06,78,26,3.87,SO,1732470182
263,alta sierra,35.7291,-118.5495,5.99,50,44,2.63,US,1732470183
264,utrik,11.2278,169.8474,27.95,80,79,9.17,MH,1732470184
265,kerema,-7.9631,145.7785,26.02,90,100,1.08,PG,1732470185
266,port hedland,-20.3167,118.5667,27.03,78,9,4.12,AU,1732470186
267,manggar,-2.8833,108.2667,25.66,88,98,1.72,ID,1732470188
268,chiras,35.4167,65.9823,-2.01,65,22,5.49,AF,1732470189
269,nago,26.5881,127.9761,20.34,68,15,3.69,JP,1732470190
270,bodo,67.28,14.405,1.08,67,0,12.35,NO,1732469997
271,kudymkar,59.0173,54.656,0.64,74,100,5.27,RU,1732470192
272,laojunmiao,39.8333,97.7333,-12.45,87,97,2.98,CN,1732470193
273,pio duran,13.0293,123.445,26.15,82,18,5.21,PH,1732470194
274,cooma,-36.2333,149.1333,14.89,94,100,1.6,AU,1732470195
275,santo tome,-31.6627,-60.7653,33.88,29,51,3.7,AR,1732470196
276,namibe,-15.1961,12.1522,22.88,83,45,4.39,AO,1732470198
277,vilyuysk,63.7553,121.6247,-22.64,90,100,2.6,RU,1732470199
278,ierapetra,35.01,25.7353,12.86,47,0,9.83,GR,1732470200
279,carupano,10.6678,-63.2585,30.57,66,88,5.2,VE,1732470201
280,shahrud,36.4182,54.9763,7.84,52,15,1.6,IR,1732470202
281,warman,52.3168,-106.5679,-9.95,85,100,6.69,CA,1732470203
282,greymouth,-42.4667,171.2,11.01,88,100,1.18,NZ,1732470204
283,tamanrasset,22.785,5.5228,20.95,18,0,4.12,DZ,1732470205
284,stepnoye,51.4,46.8667,1.64,79,100,3.62,RU,1732470206
285,codrington,-38.2667,141.9667,14.64,87,100,3.58,AU,1732470208
286,basco,20.4487,121.9702,25.85,79,7,11.24,PH,1732470210
287,vila velha,-20.3297,-40.2925,24.97,81,75,4.47,BR,1732470211
288,union,40.6334,-74.2663,12.73,51,75,10.8,US,1732470212
289,talnakh,69.4865,88.3972,-10.46,93,100,9.8,RU,1732470213
290,bozyazi,36.1082,32.9611,9.05,49,0,6.61,TR,1732470214
291,bathsheba,13.2167,-59.5167,28.34,83,75,9.26,BB,1732470215
292,mizan teferi,6.9833,35.5833,16.71,95,94,0.91,ET,1732470217
293,saint john,45.2727,-66.0677,4.57,87,100,7.2,CA,1732470168
294,hats'avan,39.4641,45.9705,6.02,67,28,1.31,AM,1732470219
295,inari,68.906,27.0288,-7.64,95,49,2.08,FI,1732470220
296,karratha,-20.7377,116.8463,27.38,68,34,5.73,AU,1732470221
297,gaiman,-43.2897,-65.4929,18.11,37,43,6.02,AR,1732470222
298,marshfield,44.6689,-90.1718,2.47,75,0,7.2,US,1732470223
299,arkhangel'sk,64.5401,40.5433,-0.94,74,100,6.0,RU,1732470224
300,rabo de peixe,37.8,-25.5833,16.73,59,20,5.66,PT,1732470225
301,hagere maryam,5.6333,38.2333,16.01,79,91,1.65,ET,1732470227
302,el obeid,13.1842,30.2167,23.42,16,2,5.15,SD,1732470228
303,port elizabeth,-33.918,25.5701,22.4,97,20,7.72,ZA,1732470229
304,valky,49.8387,35.6207,-1.5,77,24,5.53,UA,1732470230
305,takoradi,4.8845,-1.7554,27.04,79,10,3.73,GH,1732470231
306,queenstown,-31.8976,26.8753,21.59,78,0,2.87,ZA,1732470232
307,karatau,43.1667,70.4667,-0.97,67,0,0.8,KZ,1732470233
308,copiapo,-27.3667,-70.3333,28.11,23,1,4.72,CL,1732470131
309,atar,20.5169,-13.0499,31.72,10,0,3.26,MR,1732470235
310,akureyri,65.6835,-18.0878,-2.04,74,75,6.69,IS,1732470237
311,kolpny,52.2282,37.0368,-2.29,84,53,4.44,RU,1732470202
312,dudinka,69.4058,86.1778,-7.95,93,100,14.7,RU,1732470239
313,george town,5.4112,100.3354,27.96,88,20,1.54,MY,1732470227
314,chonchi,-42.6128,-73.8092,16.73,63,73,4.07,CL,1732470241
